Compound  SmmetryNum  SymetGroup
Fe2O4Yb1  166  (R-3m)
Fe2O4Zn1  227  (Fd-3m)
Fe2O5Rb4  15  (C2/c)
Fe2O5Sr3  65  (Cmmm)
Fe2O5Ti1  63  (Cmcm)
Fe2O5Ti1  15  (C2/c)
Fe2O5Ti1  12  (C2/m)
Fe2O6Sr3  139  (I4/mmm)
Fe2O6Te1  136  (P42/mnm)
Fe2O7Rb8  14  (P21/c)
Fe2O7Sr3  123  (P4/mmm)
Fe2O7Sr3  139  (I4/mmm)
Fe2O9Te3  62  (Pnma)
Fe2P2Sr1  139  (I4/mmm)
Fe2Si7U3  65  (Cmmm)
Fe3Ge2O8  14  (P21/c)
Fe3O7Yb2  194  (P63/mmc)
Fe3Si5Y2  128  (P4/mnc)
Fe4Ge4U3  71  (Immm)
Fe4P2Th1  58  (Pnnm)
Fe5Lu1P3  62  (Pnma)
Fe5P3Tm1  62  (Pnma)
Fe5Si3U1  123  (P4/mmm)
Fe5Sn1U1  62  (Pnma)
Fe6Ga6U1  71  (Immm)
Ga1Ho1O3  62  (Pnma)
Ga1Ir1U1  189  (P-62m)
Ga1Mg1Y1  189  (P-62m)
Ga1Mn2V1  225  (Fm-3m)
Ga1Nb4S8  113  (P-421m)
Ga1Ni1Y1  62  (Pnma)
Ga1P1Pt5  123  (P4/mmm)
Ga1Pd1Y1  62  (Pnma)
Ga1Pt1Y1  62  (Pnma)
Ga1Ru2V1  225  (Fm-3m)
Ga1Sn2V2  64  (Cmce)
Ga3Ni2Y1  191  (P6/mmm)
Ga4Hf1V2  139  (I4/mmm)
Ga4V2Zr1  139  (I4/mmm)
Ga5Ir1U1  123  (P4/mmm)
Ga5Rh1U1  123  (P4/mmm)
Ga6Hf3V2  59  (Pmmn)
Ga8Rh3Y3  71  (Immm)
Ga8Ru1U2  123  (P4/mmm)
Ga9Pt2Y3  71  (Immm)
Gd1Mn2O5  55  (Pbam)
Gd1Ni2P2  139  (I4/mmm)
Gd1Ni4P2  136  (P42/mnm)
Gd1P2Ru2  139  (I4/mmm)
Gd2Hf2O7  227  (Fd-3m)
Gd2Mo2O7  227  (Fd-3m)
Gd2O1Se2  62  (Pnma)
Gd2O2Se1  164  (P-3m1)
Gd2O2Te1  139  (I4/mmm)
Gd2O4Sr1  62  (Pnma)
Gd2O5Re1  85  (P4/n)
Gd2O5Ti1  62  (Pnma)
Gd2O7Se2  138  (P42/ncm)
Gd2O7Si2  14  (P21/c)
Gd2O7Sn2  227  (Fd-3m)
Gd2O7Ti2  227  (Fd-3m)
Gd2O7Zr2  227  (Fd-3m)
Gd2Se5U1  62  (Pnma)
Gd3In1S6  58  (Pnnm)
Gd3O7Os1  63  (Cmcm)
Ge1Hf1S1  129  (P4/nmm)
Ge1Hf1V1  139  (I4/mmm)
Ge1Ir1Y1  62  (Pnma)
Ge1La2S5  14  (P21/c)
Ge1Li1Y1  189  (P-62m)
Ge1Mn1O3  148  (R-3)
Ge1Mn1Y1  62  (Pnma)
Ge1Mn2O4  74  (Imma)
Ge1Mn2O4  55  (Pbam)
Ge1Mn2S4  62  (Pnma)
Ge1Mn2S4  62  (Pnma)
Ge1O1Yb3  62  (Pnma)
Ge1Rh1Y1  62  (Pnma)
Ge1S1Zr1  129  (P4/nmm)
Ge1Se1U1  139  (I4/mmm)
Ge1Te1U1  139  (I4/mmm)
Ge1V1Zr1  139  (I4/mmm)
Ge2I2La2  164  (P-3m1)
Ge2Ir1U1  71  (Immm)
Ge2Ir1Y1  71  (Immm)
Ge2Mn2U1  139  (I4/mmm)
Ge2Ni2U1  139  (I4/mmm)
Ge2Ni2U1  139  (I4/mmm)
Ge2Pt1Y1  71  (Immm)
Ge2Pt2U1  139  (I4/mmm)
Ge2Pt2U1  129  (P4/nmm)
Ge2Rh1U1  71  (Immm)
Ge2Rh1Y1  71  (Immm)
Ge2Rh2U1  129  (P4/nmm)
Ge3Ni1Y1  65  (Cmmm)
Ge4Mo3U2  14  (P21/c)
Ge4Mo3U2  14  (P21/c)
Ge5N2Sr6  59  (Pmmn)
H1Cl1Lu1  166  (R-3m)
H1Cl1Sc1  166  (R-3m)
H1Ga1Gd1  63  (Cmcm)
H1Pd3Tl1  221  (Pm-3m)
H2Fe1Ti1  10  (P2/m)
H2Hf2Pd1  139  (I4/mmm)
H2Li2Pd1  139  (I4/mmm)
H2Pd1Ti2  71  (Immm)
H2Pd1Zr2  139  (I4/mmm)
H4Ga1Mg1  14  (P21/c)
H4Pd1Ti2  139  (I4/mmm)
H5Li4Rh1  63  (Cmcm)
H7Ba1Re1  11  (P21/m)
H7Ba1Re1  11  (P21/m)
H7Fe5La1  66  (Cccm)
H9Ba1Re1  11  (P21/m)
H9Ba1Re1  11  (P21/m)
H9Ba1Re1  11  (P21/m)
Hf1Ho2S5  62  (Pnma)
Hf1Nb1P1  62  (Pnma)
Hf1O3Sr1  62  (Pnma)
Hf1S1Si1  129  (P4/nmm)
Hf2La2O7  227  (Fd-3m)
Hf2Nd2O7  227  (Fd-3m)
Hf3N1Zn3  227  (Fd-3m)
Hf9Re4S1  194  (P63/mmc)
Hg1K1Sb1  194  (P63/mmc)
Hg1P2Si1  225  (Fm-3m)
Hg2O7Os2  227  (Fd-3m)
Hg2O7Ru2  227  (Fd-3m)
Ho1Mn1O3  62  (Pnma)
Ho1Mn1O3  62  (Pnma)
Ho1Mn2O5  55  (Pbam)
Ho1O3Sc1  62  (Pnma)
Ho1O4Ta1  13  (P2/c)
Ho1O4Ta1  15  (C2/c)
Ho1O4Ta1  13  (P2/c)
Ho2O2Se1  164  (P-3m1)
Ho2O4Sr1  62  (Pnma)
Ho2O7Se2  138  (P42/ncm)
Ho2Pb1S4  62  (Pnma)
Ho2S4Sr1  62  (Pnma)
Ho3La1S6  11  (P21/m)
Ho3O6Sc1  148  (R-3)
I1Pd1Te1  131  (P42/mmc)
I3La4Si4  12  (C2/m)
I3La5Si5  12  (C2/m)
I5In1Pb2  140  (I4/mcm)
In1Mg1Y1  189  (P-62m)
In1Mn1O3  194  (P63/mmc)
In1N1Ni3  221  (Pm-3m)
In1N1Ti2  194  (P63/mmc)
In1N1Zr2  194  (P63/mmc)
In1Nb1S2  187  (P-6m2)
In1Pt2Y1  194  (P63/mmc)
In1Rh1U1  189  (P-62m)
In1S2Ta1  187  (P-6m2)
In2Ni3S2  166  (R-3m)
In2Ni3S2  166  (R-3m)
In2S4Zn1  164  (P-3m1)
In5Rh1U1  123  (P4/mmm)
Ir1Si1Y1  62  (Pnma)
Ir1Sn1Y1  62  (Pnma)
Ir2Si2U1  129  (P4/nmm)
K1Pr1Te4  125  (P4/nbm)
K2Mg5Sn3  139  (I4/mmm)
La1Mo5O8  14  (P21/c)
La1Ni1O3  69  (Fmmm)
La1Ni5P3  63  (Cmcm)
La1P1Pd1  194  (P63/mmc)
La1P1Pt1  62  (Pnma)
La1S6Tm3  11  (P21/m)
La2Ni1O4  139  (I4/mmm)
La2O4Pd1  139  (I4/mmm)
La2O5Ru1  14  (P21/c)
La2O7Zr2  227  (Fd-3m)
La2S5Si1  14  (P21/c)
La2Se5U1  62  (Pnma)
La2Se9U2  51  (Pmma)
La3O7Ru1  14  (P21/c)
Li1Mn1O2  59  (Pmmn)
Li1Mn1O2  59  (Pmmn)
Li1Mo1O2  12  (C2/m)
Li1O13V6  12  (C2/m)
Li1O2Ti1  227  (Fd-3m)
Li1Si1Y1  189  (P-62m)
Li2Mn1O3  12  (C2/m)
Li2O3Ru1  15  (C2/c)
Li2O3Ru1  15  (C2/c)
Li5N3Ni3  189  (P-62m)
Lu1P1Pt1  187  (P-6m2)
Lu2Mn2O7  227  (Fd-3m)
Mg1Mn2O4  141  (I41/amd)
Mg1O4Ti2  227  (Fd-3m)
Mg1Tl1Y1  189  (P-62m)
Mg2O6Si2  15  (C2/c)
Mn1Mo1O4  12  (C2/m)
Mn1Mo1O4  12  (C2/m)
Mn1N3Sr3  176  (P63/m)
Mn1N3Th2  71  (Immm)
Mn1Na1O2  59  (Pmmn)
Mn1Na1O2  141  (I41/amd)
Mn1Ni1P1  62  (Pnma)
Mn1O3Pr1  62  (Pnma)
Mn1O3Pr1  221  (Pm-3m)
Mn1O3Tb1  62  (Pnma)
Mn1O3Tb1  62  (Pnma)
Mn1O3Ti1  148  (R-3)
Mn1O3Tm1  62  (Pnma)
Mn1O4Pb2  114  (P-421c)
Mn1O4Re1  13  (P2/c)
Mn1P1Zr1  62  (Pnma)
Mn1S4Sb2  12  (C2/m)
Mn1Si1Y1  129  (P4/nmm)
Mn1Sn2Y1  55  (Pbam)
Mn2O5Sr2  55  (Pbam)
Mn2O5Sr2  55  (Pbam)
Mn2O7Sc2  227  (Fd-3m)
Mn2O7Sr3  139  (I4/mmm)
Mn2O8Te3  15  (C2/c)
Mn2P2Sr1  164  (P-3m1)
Mn2S4Si1  62  (Pnma)
Mn2S4Si1  62  (Pnma)
Mn2S4Sn1  65  (Cmmm)
Mn2Si2U1  139  (I4/mmm)
Mn2Si2U1  139  (I4/mmm)
Mn2Sn1W1  225  (Fm-3m)
Mn3N1Pt1  221  (Pm-3m)
Mn3Na2O7  2  (P-1)
Mn3O6Te1  148  (R-3)
Mn4P3Zr2  189  (P-62m)
Mo1Ni1O4  12  (C2/m)
Mo1Ni1O4  13  (P2/c)
Mo1Ni1P2  194  (P63/mmc)
Mo1Ni1P8  163  (P-31c)
Mo1O3Sr1  140  (I4/mcm)
Mo1O4Sr2  139  (I4/mmm)
Mo1P1Rh1  62  (Pnma)
Mo2O7Tb2  227  (Fd-3m)
Mo2O7Tb2  227  (Fd-3m)
Mo3N1Ni3  227  (Fd-3m)
Mo3Si4U2  14  (P21/c)
Mo3Si4Y2  14  (P21/c)
Mo5O8Pb1  14  (P21/c)
Mo5O8Pr1  14  (P21/c)
Mo5O8Sn1  14  (P21/c)
Mo6Pb1S8  148  (R-3)
Mo6S8Sr1  2  (P-1)
Mo6S8Sr1  148  (R-3)
N1Ni2Zr4  227  (Fd-3m)
N1Pd2Zr4  227  (Fd-3m)
N1Ru2Zr4  227  (Fd-3m)
N1Ti3Tl1  221  (Pm-3m)
N3Ta1Th1  63  (Cmcm)
N3Ta1Th1  221  (Pm-3m)
Na1O2Pr1  141  (I41/amd)
Na1O2Tb1  141  (I41/amd)
Nb1Ni1P1  62  (Pnma)
Nb1Ni1P1  62  (Pnma)
Nb1O4Tb1  15  (C2/c)
Nb1O4Tm1  15  (C2/c)
Nb1P1Ru1  62  (Pnma)
Nb1P1Zr1  62  (Pnma)
Nb1Sb5U3  193  (P63/mcm)
Nb2Ni1S4  62  (Pnma)
Nb2Pd1S5  12  (C2/m)
Nb2Pd1S6  12  (C2/m)
Nb2Si5V4  72  (Ibam)
Nb4Si5V2  72  (Ibam)
Nd1Ni1O2  123  (P4/mmm)
Nd1Ni1O3  62  (Pnma)
Nd1Ni2P2  139  (I4/mmm)
Nd1O3Ti1  62  (Pnma)
Nd1P2Rh2  129  (P4/nmm)
Nd2O2Se1  164  (P-3m1)
Nd2O2Te1  139  (I4/mmm)
Nd2O7Sn2  227  (Fd-3m)
Nd2O7Ti2  227  (Fd-3m)
Nd2O7Zr2  227  (Fd-3m)
Nd2O7Zr2  227  (Fd-3m)
Nd2S2Te1  164  (P-3m1)
Nd2S5Sn1  55  (Pbam)
Nd4Ni3O8  139  (I4/mmm)
Ni1O1Zr3  63  (Cmcm)
Ni1O3Ti1  148  (R-3)
Ni1O3Yb1  62  (Pnma)
Ni1O3Yb1  14  (P21/c)
Ni1O4Rh2  141  (I41/amd)
Ni1P1Pr1  194  (P63/mmc)
Ni1P1Rh1  129  (P4/nmm)
Ni1P1Sc1  62  (Pnma)
Ni1P1Ta1  62  (Pnma)
Ni1P2Zr1  129  (P4/nmm)
Ni1S17U8  12  (C2/m)
Ni1S2Sr1  129  (P4/nmm)
Ni1S4Ti2  12  (C2/m)
Ni1S4Ti2  12  (C2/m)
Ni1S6Ti3  148  (R-3)
Ni1Se3U1  62  (Pnma)
Ni1Se4V2  12  (C2/m)
Ni1Si1U1  62  (Pnma)
Ni1Si3Y1  65  (Cmmm)
Ni1U1Zn1  189  (P-62m)
Ni2O1Ti4  227  (Fd-3m)
Ni2O12P4  15  (C2/c)
Ni2O4Si1  62  (Pnma)
Ni2O8Te3  15  (C2/c)
Ni2P2Sr1  71  (Immm)
Ni2P2Th1  62  (Pnma)
Ni2P2Th1  129  (P4/nmm)
Ni2P2Yb1  139  (I4/mmm)
Ni2Si2U1  139  (I4/mmm)
Ni2Sn1U2  127  (P4/mbm)
Ni2Sn1Y2  71  (Immm)
Ni2Sn2U1  129  (P4/nmm)
Ni3Pb2S2  166  (R-3m)
Ni3S2Sn2  166  (R-3m)
Ni3S2Sn2  166  (R-3m)
Ni3S2Tl2  166  (R-3m)
Ni3S2Tl2  166  (R-3m)
Ni3Sb4U3  220  (I-43d)
Ni3Si5Y2  72  (Ibam)
Ni4P16W1  15  (C2/c)
Ni4P2Yb1  136  (P42/mnm)
Ni4Si4U3  71  (Immm)
Ni4Sn1U1  216  (F-43m)
Ni6Si6Y1  117  (P-4b2)
Ni7Sn3Y2  64  (Cmce)
O1Pb1Sr3  221  (Pm-3m)
O1Pt4Th2  139  (I4/mmm)
O1Si1Zr1  129  (P4/nmm)
O1Sn1Sr3  221  (Pm-3m)
O1Ti2Zr1  65  (Cmmm)
O3Pr1Rh1  62  (Pnma)
O3Rb2Te1  12  (C2/m)
O3Ru1Sr1  62  (Pnma)
O38P4W10  14  (P21/c)
O4Pb1Pt2  2  (P-1)
O4Rb2Ru1  62  (Pnma)
O4Sr1Tm2  62  (Pnma)
O4Sr1Yb2  62  (Pnma)
O4Ta1Tb1  15  (C2/c)
O4Ta1Tb1  13  (P2/c)
O4Ta1Tm1  13  (P2/c)
O6Os2Rb1  216  (F-43m)
O7Pr2Zr2  227  (Fd-3m)
O7Re1Tb3  63  (Cmcm)
O7Ru2Sr3  139  (I4/mmm)
O7Ru2Tm2  227  (Fd-3m)
O7Sb1Tb3  63  (Cmcm)
O7Si2Tm2  12  (C2/m)
O7Si2Yb2  12  (C2/m)
O7Sn2Tb2  227  (Fd-3m)
O7Tb2Ti2  227  (Fd-3m)
Os2Si2U1  139  (I4/mmm)
P1Pt1Sc1  62  (Pnma)
P1Rh1Zr1  62  (Pnma)
P1Ru1Ta1  62  (Pnma)
P2Pd2Sr1  139  (I4/mmm)
P2Rh2Sr1  139  (I4/mmm)
P2Ru2Sr1  139  (I4/mmm)
P2Ru2Yb1  139  (I4/mmm)
P2Yb1Zn2  164  (P-3m1)
P3Pd3Sr2  47  (Pmmm)
Pb1S4Tm2  62  (Pnma)
Pb1S4Tm2  62  (Pnma)
Pb1S4Yb2  62  (Pnma)
Pb1Se5U2  62  (Pnma)
Pb3S1Zr5  193  (P63/mcm)
Pd1Sb2U1  129  (P4/nmm)
Pd1Si1Y1  59  (Pmmn)
Pd1Te2Y6  62  (Pnma)
Pd2Sn1U2  127  (P4/mbm)
Pd3S2Tl2  166  (R-3m)
Pr2S5Sn1  55  (Pbam)
Pt1Sn1U1  216  (F-43m)
Pt2Si2U1  139  (I4/mmm)
Pt2Sn1U1  194  (P63/mmc)
Rb1Se8V5  12  (C2/m)
Rh1Sb1U1  216  (F-43m)
Rh1Si1Y1  62  (Pnma)
Rh1Si2Y2  12  (C2/m)
Rh1Si3Y3  12  (C2/m)
Rh2S15U6  229  (Im-3m)
Rh3Si2Y1  74  (Imma)
Ru1Sb2U1  129  (P4/nmm)
Ru1Si1U1  62  (Pnma)
Ru1Sn1U1  189  (P-62m)
S1Sb1Yb1  14  (P21/c)
S1Si1Zr1  129  (P4/nmm)
S4Sr1Tb2  62  (Pnma)
S4Sr1Tm2  62  (Pnma)
S4Sr1Yb2  62  (Pnma)
S4Tm2Yb1  62  (Pnma)
S4Tm2Zn1  62  (Pnma)
S4Yb2Zn1  62  (Pnma)
Sb1Y1Zr1  139  (I4/mmm)
Se1Si1U1  139  (I4/mmm)
Se1Te1U1  62  (Pnma)
Se8Tl1V5  12  (C2/m)
Si3Ti1V4  140  (I4/mcm)
Si4Ti3U2  14  (P21/c)
Si5Ta2V4  72  (Ibam)
Sn1Te1U1  129  (P4/nmm)
Te4Ti1V2  12  (C2/m)
Ag1Al2Pr1  166  (R-3m)
Ag1As1Ca1  189  (P-62m)
Ag1As2Ce1  57  (Pbcm)
Ag1As2La1  57  (Pbcm)
Ag1As2Pr1  62  (Pnma)
Ag1As2Tb1  62  (Pnma)
Ag1Ce1Cu5  62  (Pnma)
Ag1Ge1Li2  166  (R-3m)
Ag1Ge1Sc1  189  (P-62m)
Ag1In1Se2  122  (I-42d)
Ag1In1Te2  122  (I-42d)
Ag1La1Mg1  189  (P-62m)
Ag1La1Sb2  129  (P4/nmm)
Ag1Lu1Pb1  189  (P-62m)
Ag1Lu1Si1  189  (P-62m)
Ag1Lu1Sn1  189  (P-62m)
Ag1Mg1Pr1  189  (P-62m)
Ag1Pd3Se1  205  (Pa-3)
Ag1Pr1Sb2  129  (P4/nmm)
Ag1Sb1Sr1  194  (P63/mmc)
Ag1Sb1Te2  123  (P4/mmm)
Ag1Sb1Yb1  62  (Pnma)
Ag1Tb1Te2  113  (P-421m)
Ag1Te2Tl1  119  (I-4m2)
Ag2Ba1Ge2  139  (I4/mmm)
Ag2Ba1Sn2  139  (I4/mmm)
Ag2Ca4Si6  69  (Fmmm)
Ag2Eu3In9  71  (Immm)
Ag2Eu4Si6  70  (Fddd)
Ag2Gd1Si2  139  (I4/mmm)
Ag2Ge2Nd1  139  (I4/mmm)
Ag2In1Tb1  225  (Fm-3m)
Ag2Mg1Zn1  225  (Fm-3m)
Ag2Nd1Si2  139  (I4/mmm)
Ag2Si2Yb1  139  (I4/mmm)
Ag3Ga8Ho3  71  (Immm)
Ag3Ga8Tb3  71  (Immm)
Ag3Ga8Tm3  71  (Immm)
Ag3Te2Tl1  65  (Cmmm)
Ag4Ce3Ge4  71  (Immm)
Ag4Ce3Sn4  71  (Immm)
Ag4Dy3Sn4  71  (Immm)
Ag4Gd3Sn4  71  (Immm)
Ag4Sb2Sr1  166  (R-3m)
Ag5Cs1Se3  136  (P42/mnm)
Ag5Cs1Te3  136  (P42/mnm)
Al1Au1Ca1  62  (Pnma)
Al1Au1Yb1  62  (Pnma)
Al1Au2Mn1  225  (Fm-3m)
Al1Au2Sc1  225  (Fm-3m)
Al1B14Ho1  74  (Imma)
Al1B14Lu1  74  (Imma)
Al1B14Tb1  74  (Imma)
Al1Ce1Co1  12  (C2/m)
Al1Ce1Cu1  189  (P-62m)
Al1Ce1Ir1  62  (Pnma)
Al1Ce1Rh1  62  (Pnma)
Al1Ce1Ru1  62  (Pnma)
Al1Ce2Ge6  12  (C2/m)
Al1Co2Mn1  225  (Fm-3m)
Al1Cu1Gd1  189  (P-62m)
Al1Cu1Ti2  216  (F-43m)
Al1Cu1Yb1  189  (P-62m)
Al1Cu2Mn1  225  (Fm-3m)
Al1Fe2Mn1  216  (F-43m)
Al1Ge1Lu1  63  (Cmcm)
Al1Ge1Mn1  129  (P4/nmm)
Al1Ge1Sc1  63  (Cmcm)
Al1Ge1Tb1  63  (Cmcm)
Al1Ir1Th1  189  (P-62m)
Al1La1Pt1  62  (Pnma)
Al1La1Si2  164  (P-3m1)
Al1La1Si2  164  (P-3m1)
Al1Li2Rh1  216  (F-43m)
Al1Lu1Pt1  62  (Pnma)
Al1Lu1Si1  63  (Cmcm)
Al1Mn1Rh2  225  (Fm-3m)
Al1Ni1Pr1  189  (P-62m)
Al1Ni1Tb1  189  (P-62m)
Al1Pd1Pr1  189  (P-62m)
Al1Pd1Tb1  189  (P-62m)
Al1Pr1Pt1  62  (Pnma)
Al1Pt1Sc1  62  (Pnma)
Al1Rh1Th1  189  (P-62m)
Al1Si1Tm1  63  (Cmcm)
Al10Fe2U1  63  (Cmcm)
Al10Ru2U1  63  (Cmcm)
Al18Mg3W2  227  (Fd-3m)
Al2Au2Dy1  129  (P4/nmm)
Al2Au2Sr1  129  (P4/nmm)
Al2Au2Th1  129  (P4/nmm)
Al2Au3Eu1  62  (Pnma)
Al2Ba1Si2  63  (Cmcm)
Al2Ba3Ge2  71  (Immm)
Al2Ba3Si2  71  (Immm)
Al2Ba3Sn2  71  (Immm)
Al2Ba5Ge7  12  (C2/m)
Al2Bi6Ca5  55  (Pbam)
Al2Ca3Ge2  71  (Immm)
Al2Ca3Si2  71  (Immm)
Al2Ce1Ge2  164  (P-3m1)
Al2Ce1Pd2  129  (P4/nmm)
Al2Cl8Ni1  15  (C2/c)
Al2Cu1Ir1  67  (Cmme)
Al2Er1Ge2  164  (P-3m1)
Al2Er1Ni1  63  (Cmcm)
Al2Fe3Si3  2  (P-1)
Al2Gd1Ni1  63  (Cmcm)
Al2Ge1La2  63  (Cmcm)
Al2Ge2Nd1  164  (P-3m1)
Al2Ge2Sr3  71  (Immm)
Al2Ge2Yb1  164  (P-3m1)
Al2Ge4Sr3  12  (C2/m)
Al2Ni1Yb1  63  (Cmcm)
Al2Pd1Yb1  63  (Cmcm)
Al2Pd5Pu1  139  (I4/mmm)
Al2Si2Sr3  71  (Immm)
Al2Si2Yb1  164  (P-3m1)
Al2Sn2Sr3  71  (Immm)
Al20Ce1V2  227  (Fd-3m)
Al20Gd1V2  227  (Fd-3m)
Al3Co1Er2  194  (P63/mmc)
Al3Co1Lu2  194  (P63/mmc)
Al3Ir1Y10  194  (P63/mmc)
Al3La1Pd2  191  (P6/mmm)
Al3La5Ni2  63  (Cmcm)
Al4Ba3Pt4  63  (Cmcm)
Al4Ce1Ni1  63  (Cmcm)
Al4Co1La1  51  (Pmma)
Al4Co1Pr1  51  (Pmma)
Al4Dy1Ni1  63  (Cmcm)
Al4Er1Ni1  63  (Cmcm)
Al4Gd1Mo2  139  (I4/mmm)
Al4Gd1Ni1  63  (Cmcm)
Al5Br2La4  65  (Cmmm)
Al5La1Ni2  71  (Immm)
Al5Ni2Pr1  71  (Immm)
Al7Au3Ce1  167  (R-3c)
Al7Au3Dy1  167  (R-3c)
Al7Au3Gd1  167  (R-3c)
Al7Co6Pr7  127  (P4/mbm)
Al8Ca1Co2  55  (Pbam)
Al8Ca1Co2  55  (Pbam)
Al8Ca1Cu4  139  (I4/mmm)
Al8Ca1Mn4  139  (I4/mmm)
Al8Ce1Co2  55  (Pbam)
Al8Ce1Co2  55  (Pbam)
Al8Ce1Cr4  139  (I4/mmm)
Al8Ce1Cu4  139  (I4/mmm)
Al8Ce1Fe4  139  (I4/mmm)
Al8Ce1Mn4  139  (I4/mmm)
Al8Co2Nd1  55  (Pbam)
Al8Co2Pr1  55  (Pbam)
Al8Co2Pr1  55  (Pbam)
Al8Cr4Dy1  139  (I4/mmm)
Al8Cr4Gd1  139  (I4/mmm)
Al8Cr4Th1  139  (I4/mmm)
Al8Cu4Gd1  139  (I4/mmm)
Al8Cu4Th1  139  (I4/mmm)
Al8Dy1Mn4  139  (I4/mmm)
Al8Er1Fe4  139  (I4/mmm)
Al8Eu1Fe2  55  (Pbam)
Al8Fe2La1  55  (Pbam)
Al8Fe4Gd1  139  (I4/mmm)
Al8Fe4Hf1  139  (I4/mmm)
Al8Fe4Nd1  139  (I4/mmm)
Al8Fe4Th1  139  (I4/mmm)
Al8Fe4Zr1  139  (I4/mmm)
Al8Mn4Nd1  139  (I4/mmm)
Al8Mn4Th1  139  (I4/mmm)
Al9Co2Eu1  191  (P6/mmm)
Al9Co3Nd2  63  (Cmcm)
Am1Sb1Te1  129  (P4/nmm)
As1Cd1Na1  62  (Pnma)
As1Co1Hf1  62  (Pnma)
As1Cr1Ir1  216  (F-43m)
As1Cr1Rh1  189  (P-62m)
As1Cu1Mg1  62  (Pnma)
As1Cu3Se4  121  (I-42m)
As1Dy1Pt1  194  (P63/mmc)
As1Fe1Li1  67  (Cmme)
As1Fe1Li1  164  (P-3m1)
As1Fe1Mn1  129  (P4/nmm)
As1Fe1Na1  164  (P-3m1)
As1Fe1Nb1  62  (Pnma)
As1Fe1Ta1  62  (Pnma)
As1Ga2Rh5  55  (Pbam)
As1Ge1Nb1  129  (P4/nmm)
As1Ho1Se1  14  (P21/c)
As1In1Ni3  63  (Cmcm)
As1In1Ni3  11  (P21/m)
As1In1Ni3  59  (Pmmn)
As1In1Ni3  148  (R-3)
As1La1Pd1  194  (P63/mmc)
As1La1Pt5  167  (R-3c)
As1Lu1Pt1  194  (P63/mmc)
As1Lu1Se1  14  (P21/c)
As1Mn1Ni1  62  (Pnma)
As1Mn1Ru1  189  (P-62m)
As1Nb1Ni1  62  (Pnma)
As1Ni1Ta1  62  (Pnma)
As1Np1Te1  129  (P4/nmm)
As1Pd1Tb1  62  (Pnma)
As1Pd1Tm1  62  (Pnma)
As1Pr1Se1  14  (P21/c)
As1Pt1Yb1  194  (P63/mmc)
As1Rh1Ti1  62  (Pnma)
As1Se1Tm1  14  (P21/c)
As1Te1Ti1  71  (Immm)
As1Ti1Zr1  139  (I4/mmm)
As2Au1Pr1  57  (Pbcm)
As2Ba1Co2  139  (I4/mmm)
As2Ba1Cu2  139  (I4/mmm)
As2Ba1Fe2  139  (I4/mmm)
As2Ba1Fe2  139  (I4/mmm)
As2Ba1Fe2  139  (I4/mmm)
As2Ba1Fe2  69  (Fmmm)
As2Ba1Mn2  139  (I4/mmm)
As2Ba1Pd1  63  (Cmcm)
As2Ba1Rh2  139  (I4/mmm)
As2Ba1Ru2  139  (I4/mmm)
As2Ca1Co2  139  (I4/mmm)
As2Ca1Fe2  139  (I4/mmm)
As2Ca1Fe2  69  (Fmmm)
As2Ca1Fe2  139  (I4/mmm)
As2Ca1Ga2  166  (R-3m)
As2Ca1Mn2  164  (P-3m1)
As2Ca1Ni2  139  (I4/mmm)
As2Ca1Ni2  139  (I4/mmm)
As2Ca1Pd2  139  (I4/mmm)
As2Ca1Ru2  139  (I4/mmm)
As2Cd1Ge1  122  (I-42d)
As2Cd1Sn1  122  (I-42d)
As2Ce1Co2  139  (I4/mmm)
As2Ce1Ni2  129  (P4/nmm)
As2Ce1Pd3  12  (C2/m)
As2Ce1Rh2  129  (P4/nmm)
As2Co2Nd1  139  (I4/mmm)
As2Co2Th1  129  (P4/nmm)
As2Cr2Sr1  139  (I4/mmm)
As2Cu1Ho1  129  (P4/nmm)
As2Cu1Lu1  129  (P4/nmm)
As2Cu1Tb1  129  (P4/nmm)
As2Cu1Tm1  129  (P4/nmm)
As2Cu2Sr1  139  (I4/mmm)
As2Dy1Ni4  136  (P42/mnm)
As2Er1Ni4  136  (P42/mnm)
As2Er2Ni1  194  (P63/mmc)
As2Fe2Sr1  139  (I4/mmm)
As2Gd1Ni2  139  (I4/mmm)
As2Gd1Ni4  136  (P42/mnm)
As2Ge4Te7  166  (R-3m)
As2Ge5Te8  164  (P-3m1)
As2Mn2Sr1  164  (P-3m1)
As2Mn2Zn1  164  (P-3m1)
As2Nd1Ni2  139  (I4/mmm)
As2Nd1Ni2  129  (P4/nmm)
As2Nd1Pd2  139  (I4/mmm)
As2Nd1Rh2  129  (P4/nmm)
As2Ni1Tb2  194  (P63/mmc)
As2Ni1Zr2  194  (P63/mmc)
As2Ni4Yb1  136  (P42/mnm)
As2Pd2Sr1  139  (I4/mmm)
As2Rh2Sr1  139  (I4/mmm)
As2Rh2Sr1  139  (I4/mmm)
As2Ru2Sr1  139  (I4/mmm)
As2Sn1Zn1  122  (I-42d)
As2Sn2Sr1  166  (R-3m)
As3Cd4Na1  166  (R-3m)
As3Cd4Rb1  166  (R-3m)
As3Cs1Zn4  123  (P4/mmm)
As3Eu1Ni5  63  (Cmcm)
As3Eu2Zn2  12  (C2/m)
As3Rb1Zn4  123  (P4/mmm)
As4Ba1Cu8  87  (I4/m)
